Customer_ID,Total_Spend,Total_Items,Purchase_Frequency,Segment
5044,8323,7,3,Low Value
5045,29604,35,10,High Value
5046,13374,11,4,Medium Value
5047,12339,16,5,Medium Value
5048,10179,8,3,Low Value
5049,19548,25,7,High Value
5050,12041,7,3,Medium Value
5051,10284,13,3,Low Value
5052,24373,29,10,High Value
5053,8897,7,3,Low Value
5055,19501,20,6,High Value
5056,14400,14,6,Medium Value
5057,6877,6,3,Low Value
5058,17774,14,5,Medium Value
5059,14590,23,6,Medium Value
5060,6125,11,4,Low Value
5061,15018,14,5,Medium Value
5062,28870,16,7,High Value
5063,15043,23,6,Medium Value
5064,5599,8,3,Low Value
5065,19655,20,6,High Value
5066,15561,13,4,Medium Value
5067,15790,13,4,Medium Value
5068,16104,13,6,Medium Value
5069,5145,16,4,Low Value
5070,1549,5,1,Low Value
5071,27590,26,8,High Value
5072,8644,3,2,Low Value
5073,9583,11,3,Low Value
5074,8126,17,4,Low Value
5075,2636,12,3,Low Value
5076,17429,19,5,Medium Value
5077,13689,7,4,Medium Value
5078,10674,13,5,Low Value
5079,14798,17,5,Medium Value
5080,22609,19,7,High Value
5081,5522,16,4,Low Value
5082,20969,23,7,High Value
5083,16657,32,8,Medium Value
5084,15469,23,7,Medium Value
5085,19723,19,6,High Value
5086,12632,16,6,Medium Value
5087,18190,26,8,High Value
5088,10776,8,3,Low Value
5089,20744,22,8,High Value
5090,11091,15,4,Low Value
5091,9818,15,3,Low Value
5092,7485,8,4,Low Value
5093,11035,13,3,Low Value
5094,6378,3,2,Low Value
5095,12659,16,5,Medium Value
5096,17942,12,4,High Value
5097,15729,7,4,Medium Value
5098,5623,3,2,Low Value
5099,9634,13,4,Low Value
5100,8522,11,3,Low Value
5101,10569,9,3,Low Value
5102,13227,11,5,Medium Value
5103,7226,9,3,Low Value
5104,21765,18,6,High Value
5105,25329,17,7,High Value
5106,4722,3,1,Low Value
5107,21135,32,7,High Value
5108,20685,22,6,High Value
5109,3173,6,2,Low Value
5110,16159,21,6,Medium Value
5111,8583,8,2,Low Value
5112,10627,16,5,Low Value
5113,8121,12,3,Low Value
5114,15934,12,4,Medium Value
5115,15708,18,5,Medium Value
5116,18416,19,7,High Value
5117,14619,14,4,Medium Value
5118,22461,13,5,High Value
5119,9741,11,4,Low Value
5120,10695,15,4,Low Value
5121,16337,24,6,Medium Value
5122,5836,13,4,Low Value
5123,16774,10,4,Medium Value
5124,14663,21,6,Medium Value
5125,14202,13,5,Medium Value
5126,10299,8,4,Low Value
5127,5761,7,2,Low Value
5128,18492,16,6,High Value
5129,29492,25,8,High Value
5130,16342,28,7,Medium Value
5131,8587,15,4,Low Value
5132,23451,35,11,High Value
5133,14361,28,7,Medium Value
5134,16499,17,5,Medium Value
5135,18788,18,6,High Value
5136,7781,16,4,Low Value
5137,16640,19,5,Medium Value
5138,6454,5,3,Low Value
5139,20079,23,7,High Value
5140,21733,30,10,High Value
5141,6393,10,4,Low Value
5142,16519,14,5,Medium Value
5143,23955,15,7,High Value
5144,9320,11,3,Low Value
5145,28659,22,7,High Value
5146,16697,24,7,Medium Value
5147,11590,18,6,Medium Value
5148,18191,18,6,High Value
5149,14835,17,7,Medium Value
5150,17333,15,5,Medium Value
5151,21827,31,8,High Value
5152,13576,15,5,Medium Value
5153,9405,9,3,Low Value
5154,15356,19,5,Medium Value
5155,18404,15,4,High Value
5156,12306,8,4,Medium Value
5157,6900,9,2,Low Value
5158,6675,4,2,Low Value
5159,5199,3,2,Low Value
5160,20330,13,8,High Value
5161,4492,8,3,Low Value
5162,12548,13,4,Medium Value
5163,10700,15,4,Low Value
5164,21473,17,6,High Value
5165,11354,20,7,Medium Value
5166,5001,13,3,Low Value
5167,16432,19,5,Medium Value
5168,4336,1,1,Low Value
5169,18630,18,6,High Value
5170,9976,11,4,Low Value
5171,21572,21,6,High Value
5172,11150,10,3,Low Value
5173,17146,14,5,Medium Value
5174,13762,21,6,Medium Value
5175,11177,11,3,Low Value
5176,13449,14,5,Medium Value
5177,6664,10,3,Low Value
5178,14589,18,8,Medium Value
5179,28436,34,10,High Value
5180,10195,6,4,Low Value
5181,12227,19,6,Medium Value
5182,11329,15,3,Low Value
5183,16641,18,7,Medium Value
5184,17998,16,6,High Value
5185,20454,27,8,High Value
5186,20473,21,8,High Value
5187,24566,26,8,High Value
5188,8033,10,3,Low Value
5189,8936,10,3,Low Value
5190,12108,7,4,Medium Value
5191,5512,11,3,Low Value
5192,10871,10,5,Low Value
5193,5505,14,4,Low Value
5194,18697,23,5,High Value
5195,3161,3,2,Low Value
5196,7617,6,3,Low Value
5197,3762,6,2,Low Value
5198,23475,31,8,High Value
5199,29568,30,9,High Value
5200,6921,4,3,Low Value
5201,18673,20,6,High Value
5202,8008,4,2,Low Value
5203,19971,21,7,High Value
5204,17942,11,5,High Value
5205,10819,11,3,Low Value
5206,17565,15,6,Medium Value
5207,27718,23,8,High Value
5208,15290,14,6,Medium Value
5209,24215,24,8,High Value
5210,16686,17,7,Medium Value
5211,16170,18,6,Medium Value
5212,18196,17,7,High Value
5213,26374,23,8,High Value
5214,11660,20,6,Medium Value
5215,13494,18,5,Medium Value
5216,22096,34,10,High Value
5217,15628,27,8,Medium Value
5218,7603,6,3,Low Value
5219,12435,18,5,Medium Value
5220,18430,15,5,High Value
5221,15813,14,5,Medium Value
5222,10305,12,4,Low Value
5223,7717,16,4,Low Value
5224,26406,30,8,High Value
5225,10923,15,4,Low Value
5226,13197,17,5,Medium Value
5227,20628,18,7,High Value
5228,9305,13,4,Low Value
5229,14314,11,5,Medium Value
5230,16691,21,7,Medium Value
5231,20770,15,7,High Value
5232,13107,7,3,Medium Value
5233,9782,12,4,Low Value
5234,12663,10,3,Medium Value
5235,16620,22,7,Medium Value
5236,16317,17,5,Medium Value
5237,8481,13,3,Low Value
5238,8207,15,6,Low Value
5239,11483,9,5,Medium Value
5240,15796,21,7,Medium Value
5241,12882,8,3,Medium Value
5242,11054,16,4,Low Value
5243,14159,18,6,Medium Value
5244,6899,10,4,Low Value
5245,22821,24,7,High Value
5246,29006,28,10,High Value
5247,14965,14,5,Medium Value
5248,12073,14,4,Medium Value
5249,18939,19,6,High Value
5250,17279,21,5,Medium Value
5251,6229,7,3,Low Value
5252,2634,2,2,Low Value
5253,5061,11,3,Low Value
5254,7632,14,4,Low Value
5255,10728,22,6,Low Value
5256,15712,17,5,Medium Value
5257,15184,17,4,Medium Value
5258,12255,8,4,Medium Value
5259,8816,10,3,Low Value
5260,10681,18,5,Low Value
5261,6308,6,2,Low Value
5262,15597,23,6,Medium Value
5263,14927,22,7,Medium Value
5264,6380,7,3,Low Value
5265,13478,16,5,Medium Value
5266,12135,12,4,Medium Value
5267,13697,12,4,Medium Value
5268,4358,1,1,Low Value
5269,15376,19,6,Medium Value
5270,15822,16,6,Medium Value
5271,12191,14,4,Medium Value
5272,10192,20,5,Low Value
5273,7486,9,4,Low Value
5274,21185,24,7,High Value
5275,10542,15,4,Low Value
5276,18704,27,7,High Value
5277,7031,7,2,Low Value
5278,12677,18,5,Medium Value
5279,10978,11,4,Low Value
5280,1312,4,1,Low Value
5281,16096,14,5,Medium Value
5282,12266,8,3,Medium Value
5283,20545,17,7,High Value
5284,13462,23,6,Medium Value
5285,3347,9,2,Low Value
5286,9647,16,5,Low Value
5287,17858,22,7,Medium Value
5288,8265,9,3,Low Value
5289,10058,13,5,Low Value
5290,8205,10,4,Low Value
5291,19093,15,7,High Value
5292,18355,15,5,High Value
5293,10949,12,4,Low Value
5294,6503,11,3,Low Value
5295,5541,12,3,Low Value
5296,7808,5,3,Low Value
5297,9110,17,5,Low Value
5298,19675,24,8,High Value
5299,21608,24,6,High Value
5300,12583,12,4,Medium Value
5301,9334,10,4,Low Value
5302,16048,7,4,Medium Value
5303,20284,18,8,High Value
5304,20443,22,6,High Value
5305,20838,23,9,High Value
5306,16615,10,4,Medium Value
5307,3241,1,1,Low Value
5308,11782,9,3,Medium Value
5309,12384,21,5,Medium Value
5310,9036,16,5,Low Value
5311,25606,26,8,High Value
5312,18914,22,7,High Value
5313,8977,8,4,Low Value
5314,26897,24,7,High Value
5315,6105,6,3,Low Value
5316,16776,21,6,Medium Value
5317,6229,7,2,Low Value
5318,3920,4,2,Low Value
5319,8169,10,3,Low Value
5320,956,5,1,Low Value
5321,8909,7,4,Low Value
5322,24436,23,7,High Value
5323,9739,11,3,Low Value
5324,3022,2,1,Low Value
5325,8227,21,5,Low Value
5326,19531,20,7,High Value
5327,23660,20,7,High Value
5328,22005,20,8,High Value
5329,23842,17,6,High Value
5330,19029,18,7,High Value
5331,7795,13,4,Low Value
5332,21469,21,7,High Value
5333,21066,17,6,High Value
5334,10963,13,6,Low Value
5335,12018,18,4,Medium Value
5336,7488,7,3,Low Value
5337,12671,16,4,Medium Value
5338,17499,14,5,Medium Value
5339,7698,11,4,Low Value
5340,7125,17,4,Low Value
5341,12599,11,5,Medium Value
5342,11881,22,6,Medium Value
5343,12667,10,3,Medium Value
5344,9919,8,3,Low Value
5345,17689,18,5,Medium Value
5346,7887,13,4,Low Value
5347,13312,19,6,Medium Value
5348,22720,18,8,High Value
5349,8724,13,3,Low Value
5350,20140,19,6,High Value
5351,18151,19,6,High Value
5352,11360,13,4,Medium Value
5353,27872,27,10,High Value
5354,8013,15,5,Low Value
5355,12218,11,4,Medium Value
5356,18389,17,5,High Value
5357,4825,1,1,Low Value
5358,17959,25,7,High Value
5359,6213,8,3,Low Value
5360,626,4,1,Low Value
5361,28491,38,12,High Value
5362,14395,14,4,Medium Value
5363,8158,7,4,Low Value
5364,14353,20,7,Medium Value
5365,12367,23,5,Medium Value
5366,11066,14,4,Low Value
5367,9367,11,3,Low Value
5368,8931,17,5,Low Value
5369,9628,12,4,Low Value
5370,4827,8,3,Low Value
5371,23262,21,9,High Value
5372,20607,15,6,High Value
5373,19285,21,5,High Value
5374,15588,20,7,Medium Value
5375,15746,16,6,Medium Value
5376,23936,28,8,High Value
5377,20294,20,6,High Value
5378,5121,8,2,Low Value
5379,12654,14,5,Medium Value
5380,7383,10,3,Low Value
5381,9300,17,5,Low Value
5382,5854,6,2,Low Value
5383,14193,18,5,Medium Value
5384,3666,8,2,Low Value
5385,9529,7,4,Low Value
5386,23265,18,8,High Value
5387,10026,12,4,Low Value
5388,15300,25,7,Medium Value
5389,2439,5,1,Low Value
5390,2882,9,3,Low Value
5391,10905,16,4,Low Value
5392,11472,14,4,Medium Value
5393,11818,18,4,Medium Value
5394,9145,11,3,Low Value
5395,14391,17,6,Medium Value
5397,7646,11,4,Low Value
5398,4991,7,3,Low Value
5399,12818,12,4,Medium Value
5400,14909,20,6,Medium Value
5401,14478,26,6,Medium Value
5402,19701,26,7,High Value
5403,6721,12,3,Low Value
5404,5592,4,2,Low Value
5405,7117,2,2,Low Value
5406,5281,9,3,Low Value
5407,5397,4,2,Low Value
5408,8531,9,3,Low Value
5409,4157,5,1,Low Value
5410,13732,11,6,Medium Value
5411,20478,19,7,High Value
5412,24825,27,9,High Value
5413,3392,2,1,Low Value
5414,14002,23,7,Medium Value
5415,16478,20,6,Medium Value
5416,16485,11,4,Medium Value
5417,16955,10,4,Medium Value
5418,20987,29,7,High Value
5419,13003,14,5,Medium Value
5420,10256,13,4,Low Value
5421,11774,14,6,Medium Value
5422,2484,3,1,Low Value
5423,14606,17,5,Medium Value
5424,17245,22,6,Medium Value
5425,17525,12,4,Medium Value
5426,18646,17,6,High Value
5427,25114,24,9,High Value
5428,7969,14,4,Low Value
5429,19259,24,5,High Value
5430,7588,17,5,Low Value
5431,21355,17,8,High Value
5432,20143,18,6,High Value
5433,10523,11,4,Low Value
5434,8275,17,5,Low Value
5435,15016,18,5,Medium Value
5436,12348,17,6,Medium Value
5437,7511,11,4,Low Value
5438,12345,10,4,Medium Value
5439,21352,26,9,High Value
5440,3711,7,2,Low Value
5441,13606,18,5,Medium Value
5442,310,5,1,Low Value
5443,20745,14,6,High Value
5444,9726,14,4,Low Value
5445,7374,5,2,Low Value
5446,22873,20,7,High Value
5447,14491,13,4,Medium Value
5448,19647,23,6,High Value
5449,14453,15,5,Medium Value
5450,28513,18,7,High Value
5451,12608,14,5,Medium Value
5452,18858,24,7,High Value
5453,12479,23,10,Medium Value
5454,13884,21,7,Medium Value
5455,15417,8,4,Medium Value
5456,16386,16,6,Medium Value
5457,4211,3,2,Low Value
5458,15047,14,5,Medium Value
5459,8507,12,4,Low Value
5460,18415,12,6,High Value
5461,27594,26,8,High Value
5462,20496,36,9,High Value
5463,15683,21,9,Medium Value
5464,11366,13,4,Medium Value
5465,14474,15,5,Medium Value
5466,7672,12,4,Low Value
5467,15505,11,4,Medium Value
5468,29718,25,8,High Value
5469,8413,12,4,Low Value
5470,16553,14,7,Medium Value
5471,12036,14,5,Medium Value
5472,11930,20,6,Medium Value
5473,11590,12,4,Medium Value
5474,18226,13,5,High Value
5475,7726,18,5,Low Value
5476,17883,17,5,Medium Value
5477,2567,6,2,Low Value
5478,3449,10,2,Low Value
5479,18215,19,7,High Value
5480,13048,13,4,Medium Value
5481,28929,24,8,High Value
5482,16455,17,8,Medium Value
5483,9923,16,4,Low Value
5484,6629,16,4,Low Value
5485,14044,9,4,Medium Value
5486,11069,15,4,Low Value
5487,13565,14,4,Medium Value
5488,4144,11,3,Low Value
5489,20322,28,8,High Value
5490,27643,19,8,High Value
5491,15596,13,6,Medium Value
5492,17896,19,6,Medium Value
5493,20627,23,8,High Value
5494,4597,8,4,Low Value
5495,10999,12,4,Low Value
5496,15465,13,4,Medium Value
5497,12499,18,6,Medium Value
5498,21241,31,11,High Value
5499,16246,8,5,Medium Value
5500,21495,27,8,High Value
5501,19952,29,10,High Value
5502,18830,15,5,High Value
5503,4319,5,2,Low Value
5504,14641,13,7,Medium Value
5505,22695,30,10,High Value
5506,7587,7,3,Low Value
5507,6270,11,3,Low Value
5508,15536,14,5,Medium Value
5509,12817,16,4,Medium Value
5510,15700,15,5,Medium Value
5511,24464,11,7,High Value
5512,16177,12,5,Medium Value
5513,12095,9,3,Medium Value
5514,11326,11,4,Low Value
5515,11585,13,4,Medium Value
5516,14749,8,4,Medium Value
5517,21923,18,8,High Value
5518,22928,25,8,High Value
5519,19598,26,7,High Value
5520,10371,4,3,Low Value
5521,10884,17,5,Low Value
5522,6879,5,2,Low Value
5523,4044,4,3,Low Value
5524,9735,9,3,Low Value
5525,15461,10,6,Medium Value
5526,15211,20,5,Medium Value
5527,25690,30,9,High Value
5528,14580,8,4,Medium Value
5529,20989,18,6,High Value
5530,15179,13,5,Medium Value
5531,21494,21,7,High Value
5532,29254,29,9,High Value
5533,12572,21,6,Medium Value
5534,6920,14,4,Low Value
5535,10594,15,5,Low Value
5536,12946,16,5,Medium Value
5537,10321,3,3,Low Value
5538,7906,9,4,Low Value
5539,10061,15,4,Low Value
5540,11396,5,3,Medium Value
5541,2622,13,4,Low Value
5542,12134,17,5,Medium Value
5543,5494,6,2,Low Value
5544,9264,11,3,Low Value
5545,6633,6,3,Low Value
5546,13451,13,5,Medium Value
5547,13788,17,5,Medium Value
5548,19306,18,5,High Value
5549,11653,11,4,Medium Value
5550,21401,19,7,High Value
5551,18659,24,7,High Value
5552,7181,14,5,Low Value
5553,16890,26,8,Medium Value
5554,17815,14,5,Medium Value
5555,9156,20,6,Low Value
5556,11471,10,4,Medium Value
5557,11616,10,4,Medium Value
5558,14052,10,6,Medium Value
5560,14332,13,5,Medium Value
5561,7106,9,2,Low Value
5562,12039,13,5,Medium Value
5563,18790,35,10,High Value
5564,15505,17,5,Medium Value
5565,11037,12,3,Low Value
5566,7131,10,3,Low Value
5567,10749,11,4,Low Value
5568,21115,34,10,High Value
5569,19109,14,5,High Value
5570,17873,24,6,Medium Value
5571,15273,11,4,Medium Value
5572,5385,5,2,Low Value
5573,20188,20,6,High Value
5574,25660,20,8,High Value
5575,12213,16,5,Medium Value
5576,12808,11,3,Medium Value
5577,7427,7,3,Low Value
5578,7334,9,4,Low Value
5579,23223,20,7,High Value
5580,16361,16,5,Medium Value
5581,6516,3,3,Low Value
5582,3018,6,2,Low Value
5583,31590,28,10,High Value
5584,17938,22,7,High Value
5585,10027,11,4,Low Value
5586,6423,9,3,Low Value
5587,18896,26,8,High Value
5588,16019,11,5,Medium Value
5589,12046,11,5,Medium Value
5590,1443,2,1,Low Value
5591,28010,17,8,High Value
5592,7861,8,4,Low Value
5593,7661,10,4,Low Value
5594,22602,29,9,High Value
5595,30292,18,9,High Value
5596,17437,17,7,Medium Value
5597,9003,16,4,Low Value
5598,21385,23,6,High Value
5599,7329,14,5,Low Value
5600,12003,13,5,Medium Value
5601,7174,2,2,Low Value
5602,23043,21,9,High Value
5603,15636,18,7,Medium Value
5604,4030,4,2,Low Value
5605,13706,15,5,Medium Value
5606,10125,9,4,Low Value
5607,13485,13,4,Medium Value
5608,6442,11,4,Low Value
5609,17778,22,7,Medium Value
5610,22766,23,7,High Value
5611,29882,26,8,High Value
5612,15283,21,6,Medium Value
5613,17551,19,7,Medium Value
5614,16558,12,6,Medium Value
5615,14516,23,6,Medium Value
5616,20990,19,6,High Value
5617,19464,23,9,High Value
5618,7112,13,4,Low Value
5619,13158,18,5,Medium Value
5620,24907,24,9,High Value
5621,21085,20,7,High Value
5622,6124,9,3,Low Value
5623,19383,23,8,High Value
5624,14094,11,4,Medium Value
5625,22122,15,6,High Value
5626,20694,18,8,High Value
5627,7283,18,6,Low Value
5628,17378,20,6,Medium Value
5629,13882,15,4,Medium Value
5630,12386,11,4,Medium Value
5631,15445,18,5,Medium Value
5632,11594,16,5,Medium Value
5633,15302,15,5,Medium Value
5634,13266,17,4,Medium Value
5636,11199,17,5,Low Value
5637,13328,18,5,Medium Value
5638,6347,21,5,Low Value
5639,11980,27,6,Medium Value
5640,11943,7,3,Medium Value
5641,11017,9,3,Low Value
5642,19542,20,6,High Value
5643,12208,18,5,Medium Value
5644,6723,6,3,Low Value
5645,8503,2,2,Low Value
5646,16819,19,5,Medium Value
5647,9195,16,4,Low Value
5648,5142,6,2,Low Value
5649,16498,14,5,Medium Value
5650,11109,17,4,Low Value
5651,11677,8,4,Medium Value
5652,3974,5,3,Low Value
5653,12532,15,5,Medium Value
5654,15310,20,6,Medium Value
5655,9505,14,4,Low Value
5656,6452,10,3,Low Value
5657,19303,14,7,High Value
5658,7874,12,3,Low Value
5659,10540,8,3,Low Value
5660,6868,14,4,Low Value
5661,19185,15,5,High Value
5662,4131,10,4,Low Value
5663,21575,37,10,High Value
5664,10460,15,5,Low Value
5665,28322,38,9,High Value
5666,10063,10,4,Low Value
5667,20771,23,7,High Value
5668,20386,22,7,High Value
5669,12548,13,4,Medium Value
5670,9648,10,4,Low Value
5671,14259,11,3,Medium Value
5672,8254,7,3,Low Value
5673,19916,16,7,High Value
5674,4636,18,4,Low Value
5675,9087,11,3,Low Value
5676,8623,11,4,Low Value
5677,12484,17,4,Medium Value
5678,17587,14,6,Medium Value
5679,15895,14,5,Medium Value
5680,4779,8,2,Low Value
5681,15074,15,5,Medium Value
5682,34202,29,10,High Value
5683,3353,1,1,Low Value
5684,12844,13,4,Medium Value
5685,22426,18,6,High Value
5686,31687,25,10,High Value
5687,26072,27,8,High Value
5688,5923,3,2,Low Value
5689,12358,16,4,Medium Value
5690,11549,11,4,Medium Value
5691,11553,14,4,Medium Value
5692,18805,22,7,High Value
5693,3725,6,2,Low Value
5694,8969,14,4,Low Value
5695,29232,27,11,High Value
5696,4704,13,4,Low Value
5697,15499,18,7,Medium Value
5698,5224,10,4,Low Value
5699,8038,4,2,Low Value
5700,9249,13,4,Low Value
5701,19677,19,6,High Value
5702,3599,5,2,Low Value
5703,15976,18,4,Medium Value
5704,4847,10,3,Low Value
5705,2469,5,2,Low Value
5706,12007,20,5,Medium Value
5707,2780,6,2,Low Value
5708,3611,3,2,Low Value
5709,1703,1,1,Low Value
5710,11456,19,6,Medium Value
5711,9202,14,3,Low Value
5712,24121,23,7,High Value
5713,9285,9,3,Low Value
5714,13814,12,4,Medium Value
5715,8002,7,3,Low Value
5716,2690,4,2,Low Value
5717,20965,18,6,High Value
5718,12497,18,6,Medium Value
5719,3221,8,2,Low Value
5720,17639,9,5,Medium Value
5721,15224,25,7,Medium Value
5722,12465,11,6,Medium Value
5723,11450,9,3,Medium Value
5724,3987,12,3,Low Value
5725,11923,10,5,Medium Value
5726,9629,7,4,Low Value
5727,6094,7,3,Low Value
5728,19069,20,5,High Value
5729,15689,13,4,Medium Value
5730,10374,10,3,Low Value
5731,17969,19,6,High Value
5732,22688,17,7,High Value
5733,3103,10,3,Low Value
5734,20262,21,6,High Value
5735,25080,24,9,High Value
5736,19526,23,8,High Value
5737,6312,9,3,Low Value
5738,17559,15,5,Medium Value
5739,7299,5,2,Low Value
5740,21391,23,7,High Value
5741,15695,19,7,Medium Value
5742,7194,3,2,Low Value
5743,23595,19,7,High Value
5744,8236,18,5,Low Value
5745,25253,28,8,High Value
5746,15676,18,5,Medium Value
5747,7581,4,2,Low Value
5748,15237,21,6,Medium Value
5749,11497,14,4,Medium Value
5750,18610,13,5,High Value
5751,13162,13,4,Medium Value
5752,16121,16,5,Medium Value
5753,8695,12,5,Low Value
5754,9905,8,3,Low Value
5755,6538,3,2,Low Value
5756,13596,9,4,Medium Value
5757,20112,27,8,High Value
5758,16161,13,5,Medium Value
5759,15535,14,5,Medium Value
5760,19858,18,6,High Value
5761,4968,3,1,Low Value
5762,2027,4,1,Low Value
5763,24811,19,7,High Value
5764,5711,9,3,Low Value
5765,11386,16,5,Medium Value
5766,5901,10,2,Low Value
5767,18582,12,5,High Value
5768,5713,15,4,Low Value
5769,23915,24,8,High Value
5770,5669,8,2,Low Value
5771,5581,11,4,Low Value
5772,13331,9,4,Medium Value
5773,8300,8,3,Low Value
5774,18517,12,8,High Value
5775,15423,21,7,Medium Value
5776,18548,14,5,High Value
5777,11510,8,3,Medium Value
5778,13883,20,7,Medium Value
5779,7528,9,2,Low Value
5780,5295,6,2,Low Value
5781,10356,4,2,Low Value
5782,10985,12,4,Low Value
5783,23071,15,7,High Value
5784,6250,12,3,Low Value
5785,11175,16,6,Low Value
5786,18884,22,8,High Value
5787,5342,2,2,Low Value
5788,17726,21,6,Medium Value
5789,20769,19,6,High Value
5790,15614,17,5,Medium Value
5791,11822,17,6,Medium Value
5792,17019,11,4,Medium Value
5793,13548,11,5,Medium Value
5794,9116,10,3,Low Value
5795,15303,14,7,Medium Value
5796,11689,17,5,Medium Value
5797,21755,20,7,High Value
5798,18074,22,7,High Value
5799,15680,15,5,Medium Value
5800,13334,14,5,Medium Value
5801,17577,29,7,Medium Value
5802,35955,43,12,High Value
5803,11983,23,6,Medium Value
5804,12458,9,5,Medium Value
5805,13943,11,5,Medium Value
5806,18321,18,6,High Value
5807,11447,12,4,Medium Value
5808,16608,16,5,Medium Value
5809,17289,15,5,Medium Value
5810,12392,15,5,Medium Value
5811,8357,10,3,Low Value
5812,5219,18,5,Low Value
5813,19177,16,5,High Value
5814,12137,13,5,Medium Value
5815,23219,22,7,High Value
5817,21506,22,7,High Value
5818,13201,5,4,Medium Value
5819,10027,10,5,Low Value
5820,20148,25,7,High Value
5821,8301,3,2,Low Value
5822,14291,19,6,Medium Value
5823,20502,21,7,High Value
5824,20446,24,8,High Value
5825,7774,8,3,Low Value
5826,12286,9,4,Medium Value
5827,11833,16,5,Medium Value
5828,8079,11,3,Low Value
5829,10631,19,6,Low Value
5830,6653,7,2,Low Value
5831,8313,15,5,Low Value
5832,8405,10,3,Low Value
5833,3702,3,1,Low Value
5834,10446,14,5,Low Value
5835,3990,7,3,Low Value
5836,15026,18,5,Medium Value
5837,18775,19,6,High Value
5838,22603,21,9,High Value
5839,907,5,1,Low Value
5840,23397,19,7,High Value
5841,2661,2,1,Low Value
5842,6561,14,5,Low Value
5843,11105,23,6,Low Value
5844,17187,15,5,Medium Value
5845,22014,23,9,High Value
5846,24651,23,9,High Value
5847,15348,22,7,Medium Value
5848,16152,10,4,Medium Value
5849,30327,20,10,High Value
5850,11938,15,5,Medium Value
5851,7854,9,3,Low Value
5852,21118,17,6,High Value
5853,28215,18,8,High Value
5854,6868,11,3,Low Value
5855,21528,20,6,High Value
5856,15934,15,5,Medium Value
5857,12838,12,4,Medium Value
5858,7741,6,3,Low Value
5859,26231,23,7,High Value
5860,15123,13,4,Medium Value
5861,13750,13,4,Medium Value
5862,13784,12,5,Medium Value
5863,4999,5,2,Low Value
5864,8330,12,4,Low Value
5865,20726,27,8,High Value
5866,11501,10,4,Medium Value
5867,10278,9,3,Low Value
5868,10822,7,3,Low Value
5869,21950,25,9,High Value
5870,26198,21,9,High Value
5871,25181,23,7,High Value
5872,12179,14,4,Medium Value
5873,19981,23,8,High Value
5874,10249,22,6,Low Value
5875,11056,15,4,Low Value
5876,6406,8,2,Low Value
5877,25398,29,10,High Value
5878,6241,9,4,Low Value
5879,17078,23,8,Medium Value
5880,19181,17,6,High Value
5881,13673,12,6,Medium Value
5882,13161,25,8,Medium Value
5883,4903,11,3,Low Value
5884,5964,6,2,Low Value
5885,5998,11,4,Low Value
5886,10442,17,7,Low Value
5887,16648,15,5,Medium Value
5888,31506,35,11,High Value
5889,9962,11,3,Low Value
5890,21663,25,10,High Value
5891,12402,14,5,Medium Value
5892,22265,23,8,High Value
5893,15973,11,4,Medium Value
5894,5238,10,3,Low Value
5895,15293,17,5,Medium Value
5896,9634,9,3,Low Value
5897,10182,15,4,Low Value
5898,16758,21,6,Medium Value
5899,20005,15,7,High Value
5900,11055,10,4,Low Value
5901,9114,15,5,Low Value
5902,28266,19,9,High Value
5903,14165,13,5,Medium Value
5904,14207,20,6,Medium Value
5905,4198,8,2,Low Value
5906,6922,10,3,Low Value
5907,9737,9,3,Low Value
5908,17224,23,6,Medium Value
5909,3929,2,2,Low Value
5910,618,1,1,Low Value
5911,20331,16,6,High Value
5912,12708,7,5,Medium Value
5913,13995,10,5,Medium Value
5914,20036,20,6,High Value
5915,11646,10,3,Medium Value
5916,9964,14,4,Low Value
5917,13422,23,6,Medium Value
5918,8271,16,6,Low Value
5919,14419,18,5,Medium Value
5921,22606,23,7,High Value
5922,12289,20,5,Medium Value
5923,15288,18,6,Medium Value
5924,2218,5,2,Low Value
5925,9568,22,5,Low Value
5926,10847,17,4,Low Value
5927,3127,6,3,Low Value
5928,10885,12,5,Low Value
5929,5401,9,3,Low Value
5930,3131,9,2,Low Value
5931,10788,14,4,Low Value
5932,9992,11,4,Low Value
5933,12555,11,4,Medium Value
5934,13279,10,3,Medium Value
5935,7139,6,2,Low Value
5936,13944,17,6,Medium Value
5937,11898,6,3,Medium Value
5938,14291,19,5,Medium Value
5939,9974,15,5,Low Value
5940,15566,15,5,Medium Value
5941,9884,14,5,Low Value
5943,22394,38,10,High Value
5944,14337,19,6,Medium Value
5945,10940,13,4,Low Value
5946,7694,14,4,Low Value
5947,15377,14,4,Medium Value
5948,20134,17,5,High Value
5949,11498,15,4,Medium Value
5950,25906,20,7,High Value
5951,5485,5,2,Low Value
5952,11462,13,5,Medium Value
5953,20058,21,7,High Value
5954,10810,14,7,Low Value
5955,17814,17,6,Medium Value
5956,17925,26,7,High Value
5957,14767,24,7,Medium Value
5958,7132,8,2,Low Value
5959,980,5,1,Low Value
5960,15914,14,4,Medium Value
5961,21050,26,6,High Value
5962,14295,16,5,Medium Value
5963,17123,22,6,Medium Value
5964,10087,7,3,Low Value
5965,10520,18,5,Low Value
5966,5092,4,2,Low Value
5967,12477,6,4,Medium Value
5968,5030,21,6,Low Value
5969,16226,9,4,Medium Value
5970,2883,5,1,Low Value
5971,15925,11,4,Medium Value
5972,39541,32,11,High Value
5973,8097,10,3,Low Value
5974,13620,19,6,Medium Value
5975,9110,15,4,Low Value
